X,Y
0,-0.08873484660935205
1,-1.7327171593167263
2,0.12402303705454049
3,-1.4063847692073246
4,-0.24181593106245058
5,-2.6742589233304943
6,-1.2181372779162585
7,1.4962512387083515
8,-0.778189688632994
9,0.6279075183364913
10,-1.560347130350685
11,-1.2550973594429418
12,-0.2723702826501015
13,-0.971016641841898
14,-0.3835507988059931
15,0.5715731068369759
16,-0.44755703707632044
17,0.7120542366225182
18,-0.5892847983266184
19,0.548152285082538
20,-0.4799798058009792
21,-1.9576797408790947
22,0.09111129251993721
23,-1.7764534907857161
24,0.4970647808006148
25,-2.0937879809758053
26,-1.775417676130344
27,1.0429151960544998
28,0.2541950323380998
29,-0.475046088667894
30,0.33196575434918885
31,-1.0375733354044945
32,1.9462710175707154
33,0.5037461902559298
34,-0.5945880959608647
35,-1.1693432003817983
36,-3.272364826991659
37,-1.8935403852582984
38,-3.090297520071164
39,-2.1828742243869868
40,-0.9813315784077636
41,-1.097060078044109
42,-3.8979871271929656
43,-1.8719761191920288
44,-3.5513209909194225
45,-4.039757829295641
46,-3.263606097937292
47,-2.2153087959266182
48,-4.8642524689853035
49,-2.9155574265126463
50,-2.1856844744019837
51,-3.215231602592043
52,-4.106899102386388
53,-3.529629841292384
54,-3.2891895329394334
55,-2.7656853112838586
56,-3.0220852022732863
57,-3.1986076257162126
58,-1.924990605853063
59,-2.2699128518517364
60,-4.668686543778254
61,-2.6427400247211508
62,-2.9069501464433603
63,-1.0111513944911688
64,-2.714636596632939
65,-3.1030037697519153
66,-3.1687220892262093
67,-1.663841086643911
68,-2.800345027699831
69,-2.999930813497517
70,-2.998748687597457
71,-1.4761674388311619
72,-4.277441350531206
73,-3.6939123675107286
74,-2.095992304965256
75,-1.961324922988801
76,-2.0423661370842097
77,-2.799109273061083
78,-2.0530047881883293
79,-2.4347090983296957
80,-2.1903685684348826
81,-1.3363414650939869
82,-4.251613993619676
83,-2.316183342899916
84,-0.3600117208471113
85,-1.8287379904135055
86,-1.6381657260058975
87,-1.5580802420025244
88,-0.0801254539361016
89,-0.2893717716161013
90,-1.0638850920197351
91,-1.177144919629359
92,-0.8827512762968497
93,-1.3173169620002878
94,-0.8761183821332199
95,-0.8121569149150368
96,0.0430315017132083
97,0.735407592550698
98,0.45923920392702144
99,-0.16814305388698447
100,0.024219878752869073
101,-1.1042101406112823
102,1.7887483358006562
103,-0.6768263027512953
104,0.5532375965880039
105,-1.0628943035937994
106,-0.2926789456143809
107,-1.2757309261883223
108,1.3639120007840602
109,-1.3205433702655756
110,-0.08754398743307085
111,0.6339453463382381
112,-0.8545999425201937
113,0.5833142992116227
114,-1.4203492024092743
115,-1.3162496523281468
116,0.39856485394255725
117,-2.3044997503684184
118,-0.8788912076628304
119,-1.2053594194879897
120,-0.4930888410337355
121,0.08749354719378899
122,-1.0934773261340074
123,-2.7634862188086653
124,-0.3847484273868089
125,-0.8237225383895577
126,-1.9262100618179534
127,-2.8337014329849524
128,-0.9061486853241484
129,0.48971838429518155
130,0.09688196514144365
131,-2.2465660056621615
132,0.5140634164210123
133,-1.374214010442543
134,-1.188169707034716
135,-2.229472472478647
136,-1.5580699305828725
137,-2.370501820376972
138,-0.8914058711023464
139,-3.3811503532351628
140,-1.64097855345787
141,-1.5530517750145973
142,-3.1470853597950477
143,-3.4103190066359153
144,-0.5047507272853891
145,-1.6614208923603824
146,-1.4061095578016305
147,-3.6147854227303204
148,1.2634707252984068
149,-3.0488968489597417
150,-2.8403377443711233
151,-1.0071265189339016
152,-2.5050925820947603
